,Unnamed: 0,State,County,Latitude,Longitude,AvgPop,state_abbr
801,801,New York,Albany,42.66148181818182,-73.84994545454545,59615.36363636363,NY
802,802,Wyoming,Uinta,41.280266666666655,-110.48438888888887,1808.111111111111,WY
803,803,Wyoming,Park,44.65521666666667,-109.15226666666668,2867.833333333333,WY
804,804,Colorado,Park,39.089933333333335,-105.85543333333334,354.33333333333326,CO
805,805,Montana,Park,45.406415384615386,-110.53305384615385,944.3076923076924,MT
806,806,Wyoming,Big Horn,44.613263636363634,-108.2261,723.4545454545455,WY
807,807,Montana,Big Horn,45.4517,-107.52703333333336,972.5555555555555,MT
808,808,Wyoming,Natrona,42.92642352941176,-106.38920588235294,4783.235294117647,WY
809,809,Wyoming,Fremont,43.0104,-108.68420000000002,2021.7857142857144,WY
810,810,Colorado,Fremont,38.39431818181818,-105.3239,4006.909090909091,CO
811,811,Iowa,Fremont,40.787372727272725,-95.6344818181818,398.7272727272728,IA
812,812,Idaho,Fremont,44.05217500000001,-111.523625,801.0,ID
813,813,Wyoming,Sweetwater,41.63252105263158,-109.18281052631579,2426.263157894737,WY
814,814,Wyoming,Sublette,42.81849999999999,-110.03829999999998,531.7142857142857,WY
815,815,Wyoming,Crook,44.45032,-104.56024000000001,674.0,WY
816,816,Oregon,Crook,44.298,-120.8616,11850.0,OR
817,817,Wyoming,Teton,43.51584444444444,-110.81564444444444,2348.8888888888887,WY
818,818,Idaho,Teton,43.71516666666667,-111.1241,1410.333333333333,ID
819,819,Montana,Teton,47.79298,-111.9772,592.0,MT
820,820,Wyoming,Converse,42.722666666666655,-105.43268333333332,1575.833333333333,WY
821,821,Wyoming,Niobrara,42.811475,-104.4574,413.75,WY
822,822,Wyoming,Weston,43.938525,-104.3571,1118.5,WY
823,823,Wyoming,Carbon,41.49015,-106.81585833333334,1100.1666666666667,WY
824,824,Pennsylvania,Carbon,40.89444117647059,-75.74210000000002,2143.1176470588234,PA
825,825,Utah,Carbon,39.64011111111111,-110.89425555555556,2304.555555555556,UT
826,826,Montana,Carbon,45.34846363636364,-109.05779090909093,449.8181818181818,MT
827,827,Wyoming,Laramie,41.175340000000006,-104.53895,9827.3,WY
828,828,Wyoming,Sheridan,44.759975,-106.8920875,2840.0,WY
829,829,North Dakota,Sheridan,47.566325,-100.2354,144.0,ND
830,830,Nebraska,Sheridan,42.791959999999996,-102.4526,600.6,NE
831,831,Kansas,Sheridan,39.44865,-100.50335,703.0,KS
832,832,Montana,Sheridan,48.7217,-104.47011666666668,396.83333333333326,MT
833,833,Wyoming,Hot Springs,43.718140000000005,-108.26958,807.0,WY
834,834,Wyoming,Washakie,44.01865,-107.70115,2712.0,WY
835,835,Wyoming,Campbell,44.08543333333333,-105.47520000000002,12357.333333333336,WY
836,836,Tennessee,Campbell,36.40022,-84.14434,5359.0,TN
837,837,Virginia,Campbell,37.22136,-79.11299999999999,4392.0,VA
838,838,Kentucky,Campbell,39.0252375,-84.41809374999998,4843.25,KY
839,839,South Dakota,Campbell,45.837925,-100.059725,179.25,SD
840,840,Wyoming,Johnson,44.0263,-106.6755,2318.0,WY
841,841,Texas,Johnson,32.40429166666666,-97.31510833333334,9191.083333333334,TX
842,842,Nebraska,Johnson,40.39326,-96.25551999999999,509.6,NE
843,843,Tennessee,Johnson,36.4695,-81.8049,2567.0,TN
844,844,Arkansas,Johnson,35.444266666666664,-93.47655,1983.5,AR
845,845,Illinois,Johnson,37.45437142857144,-88.9006857142857,508.28571428571433,IL
846,846,Georgia,Johnson,32.70935,-82.61664999999998,2990.5,GA
847,847,Indiana,Johnson,39.4829125,-86.09468749999998,13440.875,IN
848,848,Iowa,Johnson,41.69119166666667,-91.60681666666666,14208.833333333336,IA
849,849,Missouri,Johnson,38.69661111111111,-93.8228,3646.666666666666,MO
850,850,Kansas,Johnson,38.959421052631576,-94.7312842105263,30418.631578947367,KS
851,851,Kentucky,Johnson,37.8167,-82.8088,7113.0,KY
